Temperature,Clay,Moisture,date,time,time(hour),elapsed_time,time_frac,Sample #,weight,CO2_1_ppm,CO2_2_ppm,Notes,mmols of air in vials,ugCO2-C,mgCO2-C,ug CO2-C/hr,ug Co2-C/g/hr,ug Co2-C/g,Pa/RT,mg C-CO2,mg C-CO2/hr/g soil,skip
4,,f.c.,9/12/2016,t4,7:13,20:13:00,20.21667,12,,3060,,,0.559361092,20.5585674,0.020558567,1.016911825,0.024212186,0.4894897,43.93023357,1614.596868,1.90154,
4,,sat.,9/12/2016,t4,7:16,20:16:00,20.26667,13,,1931,,opened cap,0.559361092,12.97339662,0.012973397,0.640134702,0.015241302,0.308890396,43.93023357,1018.884494,1.197,skip
4,,sat.,9/12/2016,t4,7:17,20:17:00,20.28333,14,,2302,,,0.559361092,15.46595495,0.015465955,0.762495725,0.01815466,0.368237023,43.93023357,1214.641174,1.4258,
4,,sat.,9/12/2016,t4,7:18,20:18:00,20.3,15,,2560,,,0.559361092,17.19932436,0.017199324,0.847257358,0.020172794,0.409507723,43.93023357,1350.773851,1.5843,
4,,sat.,9/12/2016,t4,7:22,20:22:00,20.36667,16,,2607,,,0.559361092,17.51509321,0.017515093,0.85998821,0.02047591,0.417026029,43.93023357,1375.573214,1.60811,
20,clay,f.c.,9/12/2016,t4,7:26,20:26:00,20.43333,17,,11679,,,0.528815777,74.18040989,0.07418041,3.630362638,0.086437206,1.766200236,41.53131297,5825.865936,6.78847,
20,clay,f.c.,9/12/2016,t4,7:27,20:27:00,20.45,18,,5658,,,0.528815777,35.93738841,0.035937388,1.757329506,0.041841179,0.855652105,41.53131297,2822.394851,3.28606,
20,clay,f.c.,9/12/2016,t4,7:28,20:28:00,20.46667,19,,7169,,,0.528815777,45.53466551,0.045534666,2.224820791,0.052971924,1.084158703,41.53131297,3576.13091,4.16023,
20,clay,f.c.,9/12/2016,t4,7:29,20:29:00,20.48333,20,,12451,,,0.528815777,79.08384995,0.07908385,3.860887711,0.091925898,1.882948808,41.53131297,6210.964703,7.21953,
20,clay,sat.,9/12/2016,t4,7:30,20:30:00,20.5,21,,3188,,,0.528815777,20.24892086,0.020248921,0.987752237,0.02351791,0.482117163,41.53131297,1590.278329,1.84701,
20,clay,sat.,9/12/2016,t4,7:32,20:32:00,20.53333,22,,2461,,,0.528815777,15.63130309,0.015631303,0.761264761,0.018125351,0.372173883,41.53131297,1227.627029,1.4235,
20,clay,sat.,9/12/2016,t4,7:33,20:33:00,20.55,23,,2619,,,0.528815777,16.63485688,0.016634857,0.809482087,0.019273383,0.396068021,41.53131297,1306.442579,1.51366,
20,clay,sat.,9/12/2016,t4,7:34,20:34:00,20.56667,24,,2795,,,0.528815777,17.75273959,0.01775274,0.863180207,0.02055191,0.422684276,41.53131297,1394.237117,1.61407,
20,,f.c.,9/12/2016,t4,7:35,20:35:00,20.58333,25,,13500,,,0.528815777,85.74668495,0.085746685,4.165830848,0.099186449,2.041587737,41.53131297,6734.2401,7.78975,
20,,f.c.,9/12/2016,t4,7:36,20:36:00,20.6,26,,7107,,lost air,0.528815777,45.14086592,0.045140866,2.191304171,0.052173909,1.074782522,41.53131297,3545.203288,4.09755,skip
20,,f.c.,9/12/2016,t4,7:37,20:37:00,20.61667,27,,13267,,,0.528815777,84.26676069,0.084266761,4.087312564,0.097316966,2.006351445,41.53131297,6618.012105,7.64293,
20,,f.c.,9/12/2016,t4,7:38,20:38:00,20.63333,28,,13060,,,0.528815777,82.95197819,0.082951978,4.020289734,0.095721184,1.9750471,41.53131297,6514.753756,7.5176,
20,,sat.,9/12/2016,t4,7:40,20:40:00,20.66667,29,,11480,,,0.528815777,72.91644024,0.07291644,3.52821485,0.084005115,1.73610572,41.53131297,5726.598248,6.59746,
20,,sat.,9/12/2016,t4,7:41,20:41:00,20.68333,30,,13516,,,0.528815777,85.84831065,0.085848311,4.150603255,0.098823887,2.044007397,41.53131297,6742.221422,7.76128,
20,,sat.,9/12/2016,t4,7:41,20:41:00,20.68333,31,,14342,,,0.528815777,91.09473745,0.091094737,4.404258056,0.104863287,2.16892232,41.53131297,7154.25715,8.23559,
20,,sat.,9/12/2016,t4,7:42,20:42:00,20.7,32,,13520,,,0.528815777,85.87371708,0.085873717,4.148488748,0.098773542,2.044612311,41.53131297,6744.216752,7.75732,
4,clay,f.c.,9/13/2016,t5,11:34,27:52:00,27.86667,1,,5454,,,0.559361092,36.64262307,0.036642623,1.314926665,0.031307778,0.872443407,43.93023357,2877.781477,2.4588,
4,clay,f.c.,9/13/2016,t5,11:35,27:53:00,27.88333,2,,5047,,,0.559361092,33.90819924,0.033908199,1.216074091,0.028954145,0.807338077,43.93023357,2663.029541,2.27396,
4,clay,f.c.,9/13/2016,t5,11:37,27:55:00,27.91667,3,,5197,,,0.559361092,34.91597215,0.034915972,1.25072139,0.029779081,0.83133267,43.93023357,2742.176446,2.33874,
4,clay,f.c.,9/13/2016,t5,11:37,27:55:00,27.91667,4,,4946,,,0.559361092,33.22963215,0.033229632,1.190315181,0.028340838,0.791181718,43.93023357,2609.737291,2.22579,
4,clay,sat.,9/13/2016,t5,11:39,27:57:00,27.95,5,,1050,,,0.559361092,7.054410383,0.00705441,0.252393931,0.006009379,0.167962152,43.93023357,554.0283372,0.47196,
4,clay,sat.,9/13/2016,t5,11:40,27:58:00,27.96667,6,,1912,,,0.559361092,12.84574538,0.012845745,0.459323434,0.010936272,0.305851081,43.93023357,1008.85922,0.8589,
4,clay,sat.,9/13/2016,t5,11:41,27:59:00,27.98333,7,,1119,,,0.559361092,7.517985922,0.007517986,0.268659414,0.006396653,0.178999665,43.93023357,590.4359136,0.50237,
4,clay,sat.,9/13/2016,t5,11:43,28:01:00,28.01667,8,,1202,,,0.559361092,8.075620267,0.00807562,0.288243436,0.006862939,0.192276673,43.93023357,634.2305346,0.53899,
4,,f.c.,9/13/2016,t5,11:44,28:02:00,28.03333,9,,3569,,,0.559361092,23.97827682,0.023978277,0.855348757,0.020365447,0.570911353,43.93023357,1883.1687,1.59943,
4,,f.c.,9/13/2016,t5,11:46,28:04:00,28.06667,10,,4745,,,0.559361092,31.87921644,0.031879216,1.135839066,0.027043787,0.759028963,43.93023357,2503.680438,2.12392,
4,,f.c.,9/13/2016,t5,11:47,28:05:00,28.08333,11,,1050,,reading never stabilized,0.559361092,7.054410383,0.00705441,0.251195622,0.005980848,0.167962152,43.93023357,554.0283372,0.46971,skip
4,,f.c.,9/13/2016,t5,11:49,28:07:00,28.11667,12,,4080,,,0.559361092,27.4114232,0.027411423,0.974917245,0.023212315,0.652652933,43.93023357,2152.795824,1.82301,
4,,sat.,9/13/2016,t5,11:51,28:09:00,28.15,13,,2996,,,0.559361092,20.12858429,0.020128584,0.715047399,0.017024938,0.479252007,43.93023357,1580.827522,1.33708,
4,,sat.,9/13/2016,t5,11:52,28:10:00,28.16667,14,,2319,,,0.559361092,15.58016922,0.015580169,0.553142102,0.01317005,0.37095641,43.93023357,1223.611156,1.03433,
4,,sat.,9/13/2016,t5,11:54,28:12:00,28.2,15,,3558,,,0.559361092,23.90437347,0.023904373,0.847672818,0.020182686,0.569151749,43.93023357,1877.364594,1.58508,
4,,sat.,9/13/2016,t5,11:55,28:13:00,28.21667,16,,4028,,,0.559361092,27.06206193,0.027062062,0.959080753,0.022835256,0.644334808,43.93023357,2125.358231,1.7934,
20,clay,f.c.,9/13/2016,t5,11:02,27:20:00,27.33333,17,,13650,,gas sample vial has both 17 and 19,0.528815777,86.6994259,0.086699426,3.171930216,0.075522148,2.064272045,41.53131297,6809.06499,5.93124,skip
20,clay,f.c.,9/13/2016,t5,11:05,27:23:00,27.38333,18,,6363,,,0.528815777,40.41527084,0.040415271,1.475907639,0.035140658,0.962268353,41.53131297,3174.071834,2.75982,
20,clay,f.c.,9/13/2016,t5,11:02,27:20:00,27.33333,19,,9150,,,0.528815777,58.11719758,0.058117198,2.126238936,0.050624737,1.3837428,41.53131297,4564.31829,3.97589,skip
20,clay,f.c.,9/13/2016,t5,11:07,27:25:00,27.41667,20,,9519,,cap open,0.528815777,60.4609403,0.06046094,2.20526226,0.052506244,1.439546198,41.53131297,4748.38752,4.12365,
20,clay,sat.,9/13/2016,t5,11:11,27:29:00,27.48333,21,,12183,,,0.528815777,77.38161947,0.077381619,2.815583486,0.067037702,1.842419511,41.53131297,6077.277566,5.2649,
20,clay,sat.,9/13/2016,t5,11:11,27:29:00,27.48333,22,,11357,,,0.528815777,72.13519267,0.072135193,2.624688636,0.062492587,1.717504587,41.53131297,5665.241838,4.90795,
20,clay,sat.,9/13/2016,t5,11:12,27:30:00,27.5,23,,11778,,,0.528815777,74.80921892,0.074809219,2.720335233,0.064769887,1.781171879,41.53131297,5875.250363,5.0868,
20,clay,sat.,9/13/2016,t5,11:13,27:31:00,27.51667,24,,13043,,,0.528815777,82.84400088,0.082844001,3.010684466,0.071682963,1.972476211,41.53131297,6506.273602,5.62973,
20,,f.c.,9/13/2016,t5,11:15,27:33:00,27.55,25,,13530,,,0.528815777,85.93723314,0.085937233,3.119318807,0.074269495,2.046124599,41.53131297,6749.205078,5.83286,
20,,f.c.,9/13/2016,t5,11:16,27:34:00,27.56667,26,,13150,,,0.528815777,83.52362275,0.083523623,3.029877488,0.07213994,1.988657685,41.53131297,6559.64869,5.66561,
20,,f.c.,9/13/2016,t5,11:17,27:35:00,27.58333,27,,12866,,,0.528815777,81.71976656,0.081719767,2.962650147,0.070539289,1.945708728,41.53131297,6417.980232,5.53991,
20,,f.c.,9/13/2016,t5,11:18,27:36:00,27.6,28,,12860,,,0.528815777,81.68165693,0.081681657,2.959480323,0.070463817,1.944801355,41.53131297,6414.987236,5.53398,
20,,sat.,9/13/2016,t5,11:19,27:37:00,27.61667,29,,14400,,,0.528815777,91.46313062,0.091463131,3.311881616,0.078854324,2.177693586,41.53131297,7183.18944,6.19294,
20,,sat.,9/13/2016,t5,11:21,27:39:00,27.65,30,,14650,,,0.528815777,93.05103219,0.093051032,3.36531762,0.08012661,2.215500766,41.53131297,7307.89759,6.29286,
20,,sat.,9/13/2016,t5,11:23,27:41:00,27.68333,31,,23655,,,0.528815777,150.2472469,0.150247247,5.42735389,0.129222712,3.577315401,41.53131297,11799.88515,10.14869,
20,,sat.,9/13/2016,t5,11:24,27:42:00,27.7,32,,16929,,,0.528815777,107.5263429,0.107526343,3.881817434,0.092424225,2.560151022,41.53131297,8444.737086,7.25867,
4,clay,f.c.,9/14/2016,t6,9:55,22:00:00,22,1,,5021,,,0.559361092,33.7335186,0.033733519,1.533341755,0.036508137,0.803179014,43.93023357,2649.310744,2.86722,
4,clay,f.c.,9/14/2016,t6,9:59,22:04:00,22.06667,2,,5022,,,0.559361092,33.74023709,0.033740237,1.529013765,0.03640509,0.803338978,43.93023357,2649.83839,2.85913,
4,clay,f.c.,9/14/2016,t6,10:10,22:15:00,22.25,3,,5410,,,0.559361092,36.34700969,0.03634701,1.633573469,0.038894606,0.865404993,43.93023357,2854.565052,3.05464,
4,clay,f.c.,9/14/2016,t6,10:02,22:07:00,22.11667,4,,4999,,,0.559361092,33.58571191,0.033585712,1.518570245,0.036156434,0.799659807,43.93023357,2637.702531,2.8396,
4,clay,sat.,9/14/2016,t6,10:03,22:08:00,22.13333,5,,1183,,,0.559361092,7.947969031,0.007947969,0.359094986,0.008549881,0.189237358,43.93023357,624.2052599,0.67148,
4,clay,sat.,9/14/2016,t6,10:04,22:09:00,22.15,6,,2154,,,0.559361092,14.47161901,0.014471619,0.653346231,0.015555863,0.344562358,43.93023357,1136.54956,1.2217,
4,clay,sat.,9/14/2016,t6,10:06,22:11:00,22.18333,7,,1255,,,0.559361092,8.431700029,0.0084317,0.380091662,0.009049801,0.200754763,43.93023357,662.1957744,0.71074,
4,clay,sat.,9/14/2016,t6,10:07,22:12:00,22.2,8,,1255,,,0.559361092,8.431700029,0.0084317,0.379806308,0.009043007,0.200754763,43.93023357,662.1957744,0.71021,
4,,f.c.,9/14/2016,t6,10:09,22:14:00,22.23333,9,,4264,,,0.559361092,28.64762464,0.028647625,1.288498859,0.030678544,0.682086301,43.93023357,2249.882695,2.40938,
4,,f.c.,9/14/2016,t6,10:10,22:15:00,22.25,10,,4237,,,0.559361092,28.46622552,0.028466226,1.279380922,0.030461451,0.677767274,43.93023357,2235.636252,2.39233,
4,,f.c.,9/14/2016,t6,10:11,22:16:00,22.26667,11,,4187,,,0.559361092,28.13030121,0.028130301,1.263336881,0.03007945,0.669769077,43.93023357,2209.25395,2.36233,
4,,f.c.,9/14/2016,t6,10:12,22:17:00,22.28333,12,,4046,,,0.559361092,27.18299467,0.027182995,1.21988009,0.029044764,0.647214159,43.93023357,2134.855859,2.28107,
4,,sat.,9/14/2016,t6,10:13,22:18:00,22.3,13,,2738,,,0.559361092,18.39521488,0.018395215,0.824897528,0.019640417,0.437981307,43.93023357,1444.694845,1.54249,
4,,sat.,9/14/2016,t6,10:15,22:20:00,22.33333,14,,2824,,,0.559361092,18.97300469,0.018973005,0.849537523,0.020227084,0.451738207,43.93023357,1490.072404,1.58856,
4,,sat.,9/14/2016,t6,10:16,22:21:00,22.35,15,,3721,,,0.559361092,24.9994867,0.024999487,1.118545266,0.02663203,0.595225874,43.93023357,1963.370898,2.09159,
4,,sat.,9/14/2016,t6,10:17,22:22:00,22.36667,16,,4281,,,0.559361092,28.7618389,0.028761839,1.285924243,0.030617244,0.684805688,43.93023357,2258.852678,2.40457,
20,clay,f.c.,9/14/2016,t6,12:45,24:50:00,24.83333,17,,13480,,,0.528815777,85.61965283,0.085619653,3.447771255,0.082089792,2.038563163,41.53131297,6724.263448,6.44704,
20,clay,f.c.,9/14/2016,t6,12:46,24:51:00,24.85,18,,10400,,,0.528815777,66.05670545,0.066056705,2.658217523,0.063290893,1.572778701,41.53131297,5187.85904,4.97064,
20,clay,f.c.,9/14/2016,t6,12:48,24:53:00,24.88333,19,,12728,,,0.528815777,80.8432449,0.080843245,3.248891289,0.077354554,1.924839164,41.53131297,6349.141333,6.07515,
20,clay,f.c.,9/14/2016,t6,12:50,24:55:00,24.91667,20,,14805,,,0.528815777,94.03553117,0.094035531,3.774001251,0.089857173,2.238941218,41.53131297,7385.216643,7.05706,
20,clay,sat.,9/14/2016,t6,12:52,24:57:00,24.95,21,,12333,,,0.528815777,78.33436041,0.07833436,3.139653724,0.07475366,1.865103819,41.53131297,6152.102456,5.87089,
20,clay,sat.,9/14/2016,t6,12:54,24:59:00,24.98333,22,,13450,,,0.528815777,85.42910464,0.085429105,3.419443815,0.081415329,2.034026301,41.53131297,6709.29847,6.39407,
20,clay,sat.,9/14/2016,t6,12:56,25:01:00,25.01667,23,,13557,,,0.528815777,86.10872651,0.086108727,3.442054358,0.081953675,2.050207774,41.53131297,6762.673559,6.43635,
20,clay,sat.,9/14/2016,t6,12:57,25:02:00,25.03333,24,,13404,,,0.528815777,85.13693075,0.085136931,3.40094264,0.080974825,2.02706978,41.53131297,6686.352171,6.35948,
20,,f.c.,9/14/2016,t6,13:00,25:05:00,25.08333,25,,12616,,,0.528815777,80.13186499,0.080131865,3.194625847,0.07606252,1.907901547,41.53131297,6293.272082,5.97368,
20,,f.c.,9/14/2016,t6,13:01,25:06:00,25.1,26,,13232,,,0.528815777,84.04445447,0.084044454,3.34838464,0.079723444,2.00105844,41.53131297,6600.552964,6.2612,
20,,f.c.,9/14/2016,t6,13:02,25:07:00,25.11667,27,,13090,,,0.528815777,83.14252637,0.083142526,3.310253207,0.078815553,1.979583961,41.53131297,6529.718734,6.18989,
20,,f.c.,9/14/2016,t6,13:04,25:09:00,25.15,28,,11828,,,0.528815777,75.12679923,0.075126799,2.987149075,0.071122597,1.788733315,41.53131297,5900.191993,5.58572,
20,,sat.,9/14/2016,t6,13:05,25:10:00,25.16667,29,,13469,,,0.528815777,85.54978516,0.085549785,3.399329212,0.08093641,2.036899647,41.53131297,6718.77629,6.35646,
20,,sat.,9/14/2016,t6,13:07,25:12:00,25.2,30,,15596,,,0.528815777,99.05965174,0.099059652,3.930938561,0.093593775,2.358563137,41.53131297,7779.79323,7.35052,
20,,sat.,9/14/2016,t6,13:08,25:13:00,25.21667,31,,38050,,,0.528815777,241.6786194,0.241678619,9.584082727,0.228192446,5.754252844,41.53131297,18980.58043,17.92142,
20,,sat.,9/14/2016,t6,13:10,25:15:00,25.25,32,,34755,,,0.528815777,220.7500767,0.220750077,8.742577295,0.208156602,5.255954207,41.53131297,17336.92701,16.34788,
4,clay,f.c.,9/15/2016,t7,9:46,23:51:00,23.85,1,,5932,,,0.559361092,39.85405942,0.039854059,1.671029745,0.039786423,0.948906177,43.93023357,3129.996282,3.12468,
4,clay,f.c.,9/15/2016,t7,9:47,23:48:00,23.8,2,,5948,,,0.559361092,39.9615552,0.039961555,1.679056941,0.039977546,0.9514656,43.93023357,3138.438619,3.13969,
4,clay,f.c.,9/15/2016,t7,9:49,23:39:00,23.65,3,,6383,,,0.559361092,42.88409664,0.042884097,1.813281042,0.043173358,1.02104992,43.93023357,3367.964644,3.39068,
4,clay,f.c.,9/15/2016,t7,9:50,23:48:00,23.8,4,,5942,,,0.559361092,39.92124428,0.039921244,1.677363205,0.039937219,0.950505816,43.93023357,3135.272742,3.13653,
4,clay,sat.,9/15/2016,t7,9:52,23:49:00,23.81667,5,,1247,,,0.559361092,8.37795214,0.008377952,0.351768459,0.00837544,0.199475051,43.93023357,657.9746062,0.65778,
4,clay,sat.,9/15/2016,t7,9:53,23:49:00,23.81667,6,,2666,,,0.559361092,17.91148389,0.017911484,0.752056706,0.017906112,0.426463902,43.93023357,1406.70433,1.40628,
4,clay,sat.,9/15/2016,t7,9:55,23:49:00,23.81667,7,,1443,,,0.559361092,9.694775412,0.009694775,0.40705845,0.009691868,0.230827986,43.93023357,761.3932291,0.76116,
4,clay,sat.,9/15/2016,t7,9:56,23:49:00,23.81667,8,,1407,,,0.559361092,9.452909913,0.00945291,0.396903145,0.009450075,0.225069284,43.93023357,742.3979718,0.74218,
4,,f.c.,9/15/2016,t7,9:58,23:49:00,23.81667,9,,4388,,,0.559361092,29.48071691,0.029480717,1.237818765,0.029471875,0.701921831,43.93023357,2315.310803,2.31462,
4,,f.c.,9/15/2016,t7,9:59,23:49:00,23.81667,10,,4423,,,0.559361092,29.71586393,0.029715864,1.247691977,0.029706952,0.70752057,43.93023357,2333.778415,2.33308,
4,,f.c.,9/15/2016,t7,10:10,23:59:00,23.98333,11,,4486,,,0.559361092,30.13912855,0.030139129,1.25666971,0.029920707,0.717598299,43.93023357,2367.020115,2.34987,
4,,f.c.,9/15/2016,t7,10:02,23:50:00,23.83333,12,,4355,,,0.559361092,29.25900687,0.029259007,1.227650638,0.029229777,0.696643021,43.93023357,2297.898484,2.2956,
4,,sat.,9/15/2016,t7,10:07,23:54:00,23.9,13,,3350,,,0.559361092,22.50692836,0.022506928,0.941712484,0.022421726,0.535879247,43.93023357,1767.614219,1.76092,
4,,sat.,9/15/2016,t7,10:08,23:53:00,23.88333,14,,3094,,,0.559361092,20.78699593,0.020786996,0.870355726,0.020722755,0.494928475,43.93023357,1632.536834,1.62749,
4,,sat.,9/15/2016,t7,10:09,23:53:00,23.88333,15,,4159,,,0.559361092,27.9421836,0.027942184,1.169944882,0.027855831,0.665290086,43.93023357,2194.479861,2.1877,
4,,sat.,9/15/2016,t7,10:11,23:54:00,23.9,16,,4269,,,0.559361092,28.68121707,0.028681217,1.200050923,0.028572641,0.682886121,43.93023357,2252.520925,2.24399,
20,clay,f.c.,9/15/2016,t7,10:21,21:36:00,21.6,17,,13302,,,0.528815777,84.48906691,0.084489067,3.911530875,0.093131688,2.01164445,41.53131297,6635.471246,7.31423,
20,clay,f.c.,9/15/2016,t7,10:22,21:36:00,21.6,18,,10971,,,0.528815777,69.68347264,0.069683473,3.226086696,0.076811588,1.659130301,41.53131297,5472.692455,6.03251,
20,clay,f.c.,9/15/2016,t7,10:24,21:36:00,21.6,19,,12199,,,0.528815777,77.48324517,0.077483245,3.587187276,0.085409221,1.844839171,41.53131297,6085.258888,6.70774,
20,clay,f.c.,9/15/2016,t7,10:24,21:34:00,21.56667,20,,14244,,,0.528815777,90.47228004,0.09047228,4.195005257,0.099881078,2.154101906,41.53131297,7105.371555,7.84431,
20,clay,sat.,9/15/2016,t7,10:26,21:34:00,21.56667,21,,10874,,,0.528815777,69.06736683,0.069067367,3.202505417,0.076250129,1.644461115,41.53131297,5424.305693,5.98841,
20,clay,sat.,9/15/2016,t7,10:27,21:33:00,21.55,22,,12978,,,0.528815777,82.43114647,0.082431146,3.825111205,0.091074076,1.962646345,41.53131297,6473.849483,7.15263,
20,clay,sat.,9/15/2016,t7,10:28,21:32:00,21.53333,23,,9774,,syringe cap fell off,0.528815777,62.08059991,0.0620806,2.882999996,0.068642857,1.478109522,41.53131297,4875.589833,5.39097,skip
20,clay,sat.,9/15/2016,t7,10:30,21:33:00,21.55,24,,10904,,,0.528815777,69.25791502,0.069257915,3.213824363,0.076519628,1.648997977,41.53131297,5439.270671,6.00958,
20,,f.c.,9/15/2016,t7,10:32,21:32:00,21.53333,25,,11771,,,0.528815777,74.76475767,0.074764758,3.47204757,0.082667799,1.780113278,41.53131297,5871.758535,6.49244,
20,,f.c.,9/15/2016,t7,10:33,21:32:00,21.53333,26,,12239,,,0.528815777,77.73730942,0.077737309,3.610091769,0.085954566,1.850888319,41.53131297,6105.212192,6.75057,
20,,f.c.,9/15/2016,t7,10:34,21:32:00,21.53333,27,,12208,,,0.528815777,77.54040962,0.07754041,3.600947815,0.085736853,1.846200229,41.53131297,6089.748381,6.73347,
20,,f.c.,9/15/2016,t7,10:35,21:31:00,21.51667,28,,11480,,,0.528815777,72.91644024,0.07291644,3.388835333,0.080686556,1.73610572,41.53131297,5726.598248,6.33684,
20,,sat.,9/15/2016,t7,10:37,21:32:00,21.53333,29,,12218,,,0.528815777,77.60392569,0.077603926,3.603897478,0.085807083,1.847712516,41.53131297,6094.736707,6.73898,
20,,sat.,9/15/2016,t7,10:39,21:32:00,21.53333,30,,13205,,,0.528815777,83.8729611,0.083872961,3.895029153,0.092738789,1.996975264,41.53131297,6587.084483,7.28338,
20,,sat.,9/15/2016,t7,10:40,21:32:00,21.53333,31,,35918,,,0.528815777,228.1369948,0.228136995,10.59459728,0.252252316,5.43183321,41.53131297,17917.06933,19.811,
20,,sat.,9/15/2016,t7,10:42,21:32:00,21.53333,32,,41023,,,0.528815777,260.561945,0.260561945,12.10039992,0.28810476,6.203855832,41.53131297,20463.60975,22.62672,
4,clay,f.c.,9/16/2016,t8,10:34,24:48:00,24.8,1,,6222,,,0.559361092,41.80242038,0.04180242,1.685581467,0.040132892,0.995295723,43.93023357,3283.013632,3.15189,
4,clay,f.c.,9/16/2016,t8,10:37,24:50:00,24.83333,2,,6019,,,0.559361092,40.43856771,0.040438568,1.6283987,0.038771398,0.962823041,43.93023357,3175.901487,3.04497,
4,clay,f.c.,9/16/2016,t8,10:38,24:49:00,24.81667,3,,6760,,,0.559361092,45.41696589,0.045416966,1.830099364,0.043573794,1.081356331,43.93023357,3566.887199,3.42213,
4,clay,f.c.,9/16/2016,t8,10:39,24:49:00,24.81667,4,,6462,,,0.559361092,43.41485704,0.043414857,1.749423386,0.041652938,1.033687072,43.93023357,3409.648681,3.27127,
4,clay,sat.,9/16/2016,t8,10:41,24:49:00,24.81667,5,,1428,,,0.559361092,9.59399812,0.009593998,0.386594955,0.009204642,0.228428527,43.93023357,753.4785386,0.7229,
4,clay,sat.,9/16/2016,t8,10:43,24:50:00,24.83333,6,,2715,,,0.559361092,18.2406897,0.01824069,0.734524418,0.017488677,0.434302136,43.93023357,1432.558986,1.3735,
4,clay,sat.,9/16/2016,t8,10:44,24:49:00,24.81667,7,,1373,,,0.559361092,9.224481386,0.009224481,0.371705093,0.008850121,0.219630509,43.93023357,724.4580066,0.69506,
4,clay,sat.,9/16/2016,t8,10:46,24:50:00,24.83333,8,,1431,,,0.559361092,9.614153579,0.009614154,0.387147124,0.009217789,0.228908419,43.93023357,755.0614767,0.72393,
4,,f.c.,9/16/2016,t8,10:52,24:54:00,24.9,9,,4075,,,0.559361092,27.37783077,0.027377831,1.099511276,0.02617884,0.651853114,43.93023357,2150.157594,2.05599,
4,,f.c.,9/16/2016,t8,10:54,24:55:00,24.91667,10,,4488,,,0.559361092,30.15256552,0.030152566,1.210136409,0.028812772,0.717918227,43.93023357,2368.075407,2.26285,
4,,f.c.,9/16/2016,t8,10:57,24:47:00,24.78333,11,,4532,,,0.559361092,30.44817891,0.030448179,1.228574805,0.029251781,0.724956641,43.93023357,2391.291832,2.29733,
4,,f.c.,9/16/2016,t8,10:59,24:57:00,24.95,12,,4471,,,0.559361092,30.03835126,0.030038351,1.203941934,0.028665284,0.71519884,43.93023357,2359.105424,2.25127,
4,,sat.,9/16/2016,t8,11:01,24:54:00,24.9,13,,3371,,,0.559361092,22.64801657,0.022648017,0.909558899,0.021656164,0.53923849,43.93023357,1778.694785,1.7008,
4,,sat.,9/16/2016,t8,11:03,24:55:00,24.91667,14,,3235,,,0.559361092,21.73430246,0.021734302,0.872279698,0.020768564,0.517483392,43.93023357,1706.934925,1.63109,
4,,sat.,9/16/2016,t8,11:04,24:55:00,24.91667,15,,4302,,,0.559361092,28.90292711,0.028902927,1.159983697,0.027618659,0.688164931,43.93023357,2269.933244,2.16907,
4,,sat.,9/16/2016,t8,11:05,24:54:00,24.9,16,,4683,,,0.559361092,31.46267031,0.03146267,1.263561056,0.030084787,0.749111198,43.93023357,2470.966384,2.36275,
20,clay,f.c.,9/16/2016,t8,9:54,23:33:00,23.55,17,,13777,,,0.528815777,87.5060799,0.08750608,3.715757108,0.088470407,2.083478093,41.53131297,6872.416731,6.94815,
20,clay,f.c.,9/16/2016,t8,9:57,23:35:00,23.58333,18,,12057,,,0.528815777,76.58131707,0.076581317,3.247264328,0.077315817,1.823364692,41.53131297,6014.424658,6.07211,
20,clay,f.c.,9/16/2016,t8,9:58,23:34:00,23.56667,19,,12286,,,0.528815777,78.03583491,0.078035835,3.311280124,0.078840003,1.857996069,41.53131297,6128.657324,6.19181,
20,clay,f.c.,9/16/2016,t8,9:59,23:35:00,23.58333,20,,14381,,,0.528815777,91.3424501,0.09134245,3.873178096,0.092218526,2.17482024,41.53131297,7173.711621,7.24252,
20,clay,sat.,9/16/2016,t8,10:02,23:36:00,23.6,21,,12847,,standing water,0.528815777,81.59908604,0.081599086,3.457588392,0.082323533,1.942835382,41.53131297,6408.502413,6.4654,
20,clay,sat.,9/16/2016,t8,10:03,23:36:00,23.6,22,,14100,,standing water,0.528815777,89.55764873,0.089557649,3.794815624,0.090352753,2.13232497,41.53131297,7033.53966,7.09598,
20,clay,sat.,9/16/2016,t8,10:05,23:37:00,23.61667,23,,9999,,standing water,0.528815777,63.50971132,0.063509711,2.689190317,0.064028341,1.512135984,41.53131297,4987.827168,5.02856,
20,clay,sat.,9/16/2016,t8,10:06,23:36:00,23.6,24,,9296,,standing water,0.528815777,59.0445321,0.059044532,2.501886953,0.059568737,1.405822193,41.53131297,4637.14785,4.67832,
20,,f.c.,9/16/2016,t8,10:09,23:37:00,23.61667,25,,11300,,,0.528815777,71.77315111,0.071773151,3.039088967,0.072359261,1.70888455,41.53131297,5636.80838,5.68284,
20,,f.c.,9/16/2016,t8,10:13,23:40:00,23.66667,26,,10810,,,0.528815777,68.66086403,0.068660864,2.901163269,0.069075316,1.634782477,41.53131297,5392.380406,5.42493,
20,,f.c.,9/16/2016,t8,10:14,23:40:00,23.66667,27,,11180,,,0.528815777,71.01095835,0.071010958,3.000463029,0.071439596,1.690737104,41.53131297,5576.948468,5.61061,
